transaction_id,transaction_date,revenue_amount,transaction_type,quantity,gross_amount,source_system
TX0013234,2024-05-13,7736.36,COMMISSION,13.76,129150.24,IPERFORM
TX0013235,2024-05-28,5254.38,FEE,9.37,90984.97,IPERFORM
TX0013236,2024-05-01,5360.25,COMMISSION,46.73,81499.76,IPERFORM
TX0013237,2024-05-09,5657.43,INTEREST,51.83,97392.47,IPERFORM
TX0013238,2024-06-03,8774.48,TRAIL,32.57,143777.59,IPERFORM
TX0013239,2024-06-16,8819.26,COMMISSION,14.76,147881.55,IPERFORM
TX0013240,2024-06-11,9630.14,TRAIL,7.47,161392.2,IPERFORM
TX0013241,2024-06-21,5723.67,COMMISSION,32.11,106008.62,IPERFORM
TX0013242,2024-06-10,4638.03,FEE,37.38,70434.7,IPERFORM
TX0013243,2024-06-26,4452.81,TRAIL,23.75,79767.85,IPERFORM
TX0013244,2024-06-12,6141.0,FEE,47.33,101364.66,IPERFORM
TX0013245,2024-06-08,8207.58,TRAIL,36.72,129472.35,IPERFORM
TX0013246,2024-07-26,9534.54,COMMISSION,48.49,150312.16,IPERFORM
TX0013247,2024-07-23,8551.43,INTEREST,34.63,179758.29,IPERFORM
TX0013248,2024-07-22,8860.56,FEE,42.67,183429.27,IPERFORM
TX0013249,2024-07-27,10120.07,FEE,59.74,192480.51,IPERFORM
TX0013250,2024-07-15,5263.84,TRAIL,40.33,99576.3,IPERFORM
TX0013251,2024-07-14,9794.07,COMMISSION,11.01,163876.42,IPERFORM
TX0013252,2024-07-27,4734.86,TRAIL,15.83,81033.73,IPERFORM
TX0013253,2023-08-07,3859.05,TRAIL,12.57,84698.6,IPERFORM
TX0013254,2023-08-13,8310.25,INTEREST,12.48,180542.35,IPERFORM
TX0013255,2023-08-09,8012.76,TRAIL,37.93,168855.66,IPERFORM
TX0013256,2023-08-07,5131.26,FEE,58.96,93955.98,IPERFORM
TX0013257,2023-08-12,8297.9,INTEREST,13.07,124766.38,IPERFORM
TX0013258,2023-08-21,4085.24,TRAIL,50.02,71295.03,IPERFORM
TX0013259,2023-08-26,9541.32,FEE,26.29,182965.64,IPERFORM
TX0013260,2023-09-06,4342.44,TRAIL,8.53,85132.72,IPERFORM
TX0013261,2023-09-21,4324.13,TRAIL,13.51,87869.45,IPERFORM
TX0013262,2023-09-14,7293.42,FEE,27.85,142039.45,IPERFORM
TX0013263,2023-09-16,3259.81,FEE,12.55,51785.25,IPERFORM
TX0013264,2023-09-01,9140.7,FEE,10.92,146706.82,IPERFORM
TX0013265,2023-09-23,5156.88,INTEREST,53.69,99268.12,IPERFORM
TX0013266,2023-09-27,6325.7,INTEREST,32.86,123203.51,IPERFORM
TX0013267,2023-09-05,8910.95,TRAIL,8.27,172351.14,IPERFORM
TX0013268,2023-09-02,3737.23,TRAIL,7.21,78488.72,IPERFORM
TX0013269,2023-10-28,5625.33,TRAIL,44.41,100341.41,IPERFORM
TX0013270,2023-10-28,9038.18,INTEREST,38.5,194108.4,IPERFORM
TX0013271,2023-10-15,5079.75,COMMISSION,26.22,93038.5,IPERFORM
TX0013272,2023-10-16,9815.96,FEE,32.03,148705.01,IPERFORM
TX0013273,2023-10-18,4553.42,FEE,54.47,93159.6,IPERFORM
TX0013274,2023-10-01,9349.38,COMMISSION,49.81,168401.09,IPERFORM
TX0013275,2023-10-31,6237.95,FEE,35.79,99934.07,IPERFORM
TX0013276,2023-10-28,3777.27,FEE,14.57,78905.22,IPERFORM
TX0013277,2023-11-18,10933.96,COMMISSION,38.79,185523.75,IPERFORM
TX0013278,2023-11-06,8964.65,COMMISSION,40.44,177626.12,IPERFORM
TX0013279,2023-11-30,6978.4,COMMISSION,41.92,130071.63,IPERFORM
TX0013280,2023-11-12,10051.81,INTEREST,40.41,168923.57,IPERFORM
TX0013281,2023-11-21,7072.59,FEE,6.57,118023.91,IPERFORM
TX0013282,2023-11-15,11018.52,TRAIL,24.96,191234.6,IPERFORM
TX0013283,2023-12-31,7067.54,FEE,32.77,141559.31,IPERFORM
TX0013284,2023-12-21,9484.42,COMMISSION,29.04,142768.68,IPERFORM
TX0013285,2023-12-06,5414.17,FEE,12.38,109585.84,IPERFORM
TX0013286,2023-12-22,5333.14,FEE,13.44,115405.52,IPERFORM
TX0013287,2023-12-09,5483.32,TRAIL,48.14,86807.7,IPERFORM
TX0013288,2023-12-17,3877.05,TRAIL,48.03,63587.48,IPERFORM
TX0013289,2023-12-21,9964.55,TRAIL,10.56,169829.24,IPERFORM
TX0013290,2023-12-02,7960.29,TRAIL,42.61,147832.32,IPERFORM
TX0013291,2023-12-22,4077.18,FEE,28.48,76270.61,IPERFORM
TX0013292,2024-01-31,8530.01,FEE,27.94,179400.36,IPERFORM
TX0013293,2024-01-17,11599.49,TRAIL,28.95,221043.24,IPERFORM
TX0013294,2024-01-19,10795.89,COMMISSION,36.8,177246.45,IPERFORM
TX0013295,2024-01-18,9862.34,FEE,27.6,152189.74,IPERFORM
TX0013296,2024-01-09,14906.73,TRAIL,25.83,257697.05,IPERFORM
TX0013297,2024-02-05,16213.44,INTEREST,45.63,346040.87,IPERFORM
TX0013298,2024-02-16,12453.01,FEE,33.67,208941.15,IPERFORM
TX0013299,2024-02-14,12753.08,TRAIL,49.84,274642.86,IPERFORM
TX0013300,2024-02-19,6369.1,INTEREST,36.91,126262.02,IPERFORM
TX0013301,2024-02-27,10491.55,FEE,6.5,177969.77,IPERFORM
TX0013302,2024-03-03,10308.43,FEE,39.71,215199.1,IPERFORM
TX0013303,2024-03-28,10199.73,FEE,7.7,173363.06,IPERFORM
TX0013304,2024-03-03,6321.11,FEE,21.78,102894.74,IPERFORM
TX0013305,2024-03-28,10856.21,COMMISSION,29.74,213848.13,IPERFORM
TX0013306,2024-03-27,8116.52,FEE,14.57,173290.99,IPERFORM
TX0013307,2024-03-12,6424.91,TRAIL,26.05,119684.4,IPERFORM
TX0013308,2024-03-02,10248.84,FEE,29.0,181875.75,IPERFORM
TX0013309,2024-04-04,7757.89,FEE,36.66,167787.44,IPERFORM
TX0013310,2024-04-10,7992.62,COMMISSION,5.1,130905.02,IPERFORM
TX0013311,2024-04-17,17729.17,FEE,58.35,354860.95,IPERFORM
TX0013312,2024-04-07,16533.07,TRAIL,50.83,321357.74,IPERFORM
TX0013313,2024-04-01,10081.38,TRAIL,44.11,197916.5,IPERFORM
TX0013314,2024-05-05,10199.6,COMMISSION,22.92,183654.23,IPERFORM
TX0013315,2024-05-21,7629.05,COMMISSION,35.41,143255.67,IPERFORM
TX0013316,2024-05-06,3540.64,COMMISSION,33.58,65767.14,IPERFORM
TX0013317,2024-05-28,4463.38,COMMISSION,53.8,79939.08,IPERFORM
TX0013318,2024-05-30,9157.4,COMMISSION,38.78,174527.71,IPERFORM
TX0013319,2024-05-31,3728.68,FEE,7.78,77159.71,IPERFORM
TX0013320,2024-05-13,8371.98,COMMISSION,17.1,128692.17,IPERFORM
TX0013321,2024-05-21,7661.8,FEE,46.43,116919.09,IPERFORM
TX0013322,2024-05-09,6244.55,TRAIL,55.42,105318.51,IPERFORM
TX0013323,2024-06-28,11257.91,COMMISSION,11.02,199775.97,IPERFORM
TX0013324,2024-06-29,11342.52,INTEREST,20.04,221145.4,IPERFORM
TX0013325,2024-06-17,3875.11,TRAIL,27.73,78741.08,IPERFORM
TX0013326,2024-06-18,9192.11,COMMISSION,55.15,183019.42,IPERFORM
TX0013327,2024-06-13,10185.03,TRAIL,16.88,206123.86,IPERFORM
TX0013328,2024-06-23,6690.31,FEE,6.37,111721.23,IPERFORM
TX0013329,2024-06-22,8922.43,FEE,50.98,140571.62,IPERFORM
TX0013330,2024-07-29,7677.32,COMMISSION,44.02,144613.05,IPERFORM
TX0013331,2024-07-09,9430.25,FEE,24.4,167770.43,IPERFORM
TX0013332,2024-07-29,10217.61,FEE,17.38,214578.39,IPERFORM
TX0013333,2024-07-31,9904.16,FEE,28.46,198539.5,IPERFORM
TX0013334,2024-07-16,8256.57,COMMISSION,58.94,174103.46,IPERFORM
TX0013335,2024-07-19,4840.99,FEE,15.08,96595.79,IPERFORM
TX0013336,2024-07-27,9630.75,TRAIL,43.01,173849.8,IPERFORM
TX0013337,2023-08-24,7197.55,INTEREST,33.31,139864.03,IPERFORM
TX0013338,2023-08-06,4100.88,TRAIL,41.85,80096.11,IPERFORM
TX0013339,2023-08-31,3401.47,FEE,22.23,73554.18,IPERFORM
TX0013340,2023-08-20,5021.28,FEE,9.66,79937.73,IPERFORM
TX0013341,2023-08-13,3778.17,TRAIL,56.11,63250.65,IPERFORM
TX0013342,2023-08-07,5249.63,INTEREST,48.79,108972.33,IPERFORM
TX0013343,2023-08-13,5991.15,INTEREST,7.89,123791.45,IPERFORM
TX0013344,2023-08-17,3234.33,INTEREST,43.04,59603.83,IPERFORM
TX0013345,2023-08-29,7069.33,TRAIL,45.32,138779.51,IPERFORM
TX0013346,2023-09-05,5265.8,FEE,8.98,107729.12,IPERFORM
TX0013347,2023-09-07,6300.57,INTEREST,52.18,127881.87,IPERFORM
TX0013348,2023-09-05,5542.46,FEE,5.7,94242.6,IPERFORM
TX0013349,2023-09-06,4017.8,COMMISSION,15.09,73625.33,IPERFORM
TX0013350,2023-09-18,5029.0,INTEREST,23.59,77346.69,IPERFORM
TX0013351,2023-09-26,3964.37,INTEREST,18.52,72241.22,IPERFORM
TX0013352,2023-09-21,8609.5,TRAIL,48.09,170322.68,IPERFORM
TX0013353,2023-09-26,6464.68,TRAIL,59.92,113398.05,IPERFORM
TX0013354,2023-09-03,6070.48,TRAIL,33.09,120654.57,IPERFORM
TX0013355,2023-10-29,5164.61,COMMISSION,13.84,99911.15,IPERFORM
TX0013356,2023-10-18,6111.69,FEE,32.05,112994.35,IPERFORM
TX0013357,2023-10-01,8408.19,TRAIL,12.18,166531.05,IPERFORM
TX0013358,2023-10-03,11155.21,COMMISSION,10.06,174776.79,IPERFORM
TX0013359,2023-10-26,11283.92,COMMISSION,23.25,202101.79,IPERFORM
TX0013360,2023-10-26,9586.04,INTEREST,40.38,179455.8,IPERFORM
TX0013361,2023-11-25,4139.02,FEE,28.72,79676.72,IPERFORM
TX0013362,2023-11-22,4382.42,FEE,13.32,75353.63,IPERFORM
TX0013363,2023-11-20,5008.5,COMMISSION,31.18,96286.94,IPERFORM
TX0013364,2023-11-24,5977.86,TRAIL,24.88,110873.54,IPERFORM
TX0013365,2023-11-03,8998.93,FEE,46.39,159223.56,IPERFORM
TX0013366,2023-11-14,4333.94,TRAIL,26.28,74271.24,IPERFORM
TX0013367,2023-11-29,9555.13,COMMISSION,47.15,197775.07,IPERFORM
TX0013368,2023-11-04,7981.53,INTEREST,34.48,160359.72,IPERFORM
TX0013369,2023-12-21,4932.41,TRAIL,39.35,101602.11,IPERFORM
TX0013370,2023-12-31,7513.61,INTEREST,31.56,113505.91,IPERFORM
TX0013371,2023-12-07,4981.53,INTEREST,37.0,89970.52,IPERFORM
TX0013372,2023-12-25,4831.39,TRAIL,35.81,99463.32,IPERFORM
TX0013373,2023-12-17,7071.27,TRAIL,10.93,139260.2,IPERFORM
TX0013374,2023-12-25,5360.2,FEE,32.6,107792.4,IPERFORM
TX0013375,2023-12-11,6841.31,FEE,26.0,132929.04,IPERFORM
TX0013376,2023-12-19,8326.57,INTEREST,59.98,126567.24,IPERFORM
TX0013377,2023-12-25,8517.02,FEE,52.69,152476.99,IPERFORM
TX0013378,2024-01-30,4925.74,INTEREST,18.49,79472.94,IPERFORM
TX0013379,2024-01-21,10959.9,COMMISSION,32.18,188829.21,IPERFORM
TX0013380,2024-01-07,6845.5,INTEREST,14.4,134621.28,IPERFORM
TX0013381,2024-01-06,6011.25,TRAIL,5.74,125814.07,IPERFORM
TX0013382,2024-01-01,4605.38,FEE,6.02,95051.48,IPERFORM
TX0013383,2024-01-31,4769.37,FEE,9.98,76605.74,IPERFORM
TX0013384,2024-01-29,10766.76,FEE,27.9,215148.29,IPERFORM
TX0013385,2024-01-16,7901.95,INTEREST,14.5,119050.42,IPERFORM
TX0013386,2024-02-09,8382.06,COMMISSION,34.81,132891.94,IPERFORM
TX0013387,2024-02-10,9267.86,TRAIL,16.24,165386.17,IPERFORM
TX0013388,2024-02-19,9753.44,TRAIL,5.77,202509.41,IPERFORM
TX0013389,2024-02-10,4185.67,FEE,47.43,67416.05,IPERFORM
TX0013390,2024-02-27,6230.26,FEE,49.02,123946.66,IPERFORM
TX0013391,2024-02-28,8825.92,FEE,8.38,162381.94,IPERFORM
TX0013392,2024-02-26,7474.63,COMMISSION,38.69,164069.76,IPERFORM
TX0013393,2024-03-17,14070.27,COMMISSION,32.85,265544.79,IPERFORM
TX0013394,2024-03-03,11551.61,INTEREST,33.24,174564.13,IPERFORM
TX0013395,2024-03-07,8773.28,COMMISSION,29.16,157487.61,IPERFORM
TX0013396,2024-03-14,7054.2,COMMISSION,30.83,127716.46,IPERFORM
TX0013397,2024-03-01,6528.44,FEE,55.33,113795.58,IPERFORM
TX0013398,2024-03-19,9327.72,TRAIL,38.75,185996.9,IPERFORM
TX0013399,2024-04-24,10382.48,COMMISSION,53.91,206764.58,IPERFORM
TX0013400,2024-04-06,9246.45,FEE,7.78,194275.37,IPERFORM
TX0013401,2024-04-13,5812.82,COMMISSION,10.34,127195.58,IPERFORM
TX0013402,2024-04-19,11133.12,TRAIL,37.22,178135.77,IPERFORM
TX0013403,2024-04-10,6386.12,TRAIL,34.48,109440.52,IPERFORM
TX0013404,2024-04-25,6160.03,COMMISSION,52.73,99659.06,IPERFORM
TX0013405,2024-04-09,7889.0,COMMISSION,11.32,135709.94,IPERFORM
TX0013406,2024-04-23,4370.42,COMMISSION,47.42,84266.96,IPERFORM
TX0013407,2024-05-05,8788.57,TRAIL,44.98,133985.33,IPERFORM
TX0013408,2024-05-09,4602.0,TRAIL,10.1,71445.95,IPERFORM
TX0013409,2024-05-25,8686.63,TRAIL,35.39,135210.59,IPERFORM
TX0013410,2024-05-28,6359.42,FEE,44.63,104391.73,IPERFORM
TX0013411,2024-05-25,10200.75,INTEREST,48.42,182341.68,IPERFORM
TX0013412,2024-05-16,4354.48,TRAIL,52.02,69359.18,IPERFORM
TX0013413,2024-05-01,4127.68,COMMISSION,6.83,84098.72,IPERFORM
TX0013414,2024-05-31,9215.61,TRAIL,11.95,200409.49,IPERFORM
TX0013415,2024-05-08,4463.3,INTEREST,10.9,96749.27,IPERFORM
TX0013416,2024-06-11,6848.79,FEE,41.98,146344.29,IPERFORM
TX0013417,2024-06-04,6572.5,TRAIL,25.58,111070.33,IPERFORM
TX0013418,2024-06-29,13611.86,COMMISSION,15.14,239574.64,IPERFORM
TX0013419,2024-06-03,10155.88,COMMISSION,52.66,176338.78,IPERFORM
TX0013420,2024-06-12,12427.72,FEE,6.37,230711.79,IPERFORM
TX0013421,2024-06-19,6771.76,INTEREST,57.18,112065.75,IPERFORM
TX0013422,2024-07-12,6802.18,COMMISSION,42.94,107371.31,IPERFORM
TX0013423,2024-07-24,8701.86,COMMISSION,6.35,130757.77,IPERFORM
TX0013424,2024-07-14,6870.47,INTEREST,49.12,113517.56,IPERFORM
TX0013425,2024-07-18,4413.57,COMMISSION,14.73,93531.78,IPERFORM
TX0013426,2024-07-02,9113.08,TRAIL,54.65,162042.89,IPERFORM
TX0013427,2024-07-10,8808.88,INTEREST,46.78,162868.1,IPERFORM
TX0013428,2024-07-16,4044.98,COMMISSION,12.09,64231.15,IPERFORM
TX0013429,2024-07-22,9907.35,FEE,52.07,204287.71,IPERFORM
TX0013430,2023-08-11,5482.74,COMMISSION,45.78,107353.85,IPERFORM
TX0013431,2023-08-21,8535.75,FEE,11.21,156605.98,IPERFORM
TX0013432,2023-08-22,5345.84,INTEREST,53.21,103710.19,IPERFORM
TX0013433,2023-08-01,5132.72,FEE,43.09,103425.2,IPERFORM
TX0013434,2023-08-08,8861.43,FEE,51.85,137638.91,IPERFORM
TX0013435,2023-08-05,7033.73,INTEREST,8.04,154203.06,IPERFORM
TX0013436,2023-08-31,8863.02,FEE,26.38,159141.51,IPERFORM
TX0013437,2023-09-20,15962.76,COMMISSION,17.41,300646.17,IPERFORM
TX0013438,2023-09-12,11410.22,TRAIL,43.89,245967.09,IPERFORM
TX0013439,2023-09-22,13504.86,INTEREST,32.66,244755.37,IPERFORM
TX0013440,2023-09-05,6918.42,FEE,46.21,151737.52,IPERFORM
TX0013441,2023-09-22,8107.65,TRAIL,43.38,150031.94,IPERFORM
TX0013442,2023-10-07,3814.7,INTEREST,8.52,79127.86,IPERFORM
TX0013443,2023-10-17,4732.03,TRAIL,50.67,82201.77,IPERFORM
TX0013444,2023-10-02,9612.56,TRAIL,49.66,176690.73,IPERFORM
TX0013445,2023-10-19,8352.95,TRAIL,54.39,183459.57,IPERFORM
TX0013446,2023-10-17,10186.88,TRAIL,55.57,185066.18,IPERFORM
TX0013447,2023-10-03,10584.73,COMMISSION,35.2,220658.73,IPERFORM
TX0013448,2023-10-12,5593.15,FEE,6.99,113260.28,IPERFORM
TX0013449,2023-10-10,3818.06,COMMISSION,50.33,66207.47,IPERFORM
TX0013450,2023-11-22,8221.2,FEE,27.93,164708.24,IPERFORM
TX0013451,2023-11-12,11138.86,TRAIL,10.84,217276.38,IPERFORM
TX0013452,2023-11-11,8811.62,TRAIL,35.9,148205.99,IPERFORM
TX0013453,2023-11-18,9217.69,FEE,21.3,175745.25,IPERFORM
TX0013454,2023-11-22,4821.81,COMMISSION,59.7,99527.05,IPERFORM
TX0013455,2023-11-14,11326.22,TRAIL,41.52,225888.51,IPERFORM
TX0013456,2023-12-28,10884.29,TRAIL,33.61,176400.44,IPERFORM
TX0013457,2023-12-14,6979.1,COMMISSION,9.8,125891.73,IPERFORM
TX0013458,2023-12-07,9970.02,INTEREST,13.52,172055.77,IPERFORM
TX0013459,2023-12-14,8963.71,FEE,39.4,151838.46,IPERFORM
TX0013460,2023-12-14,12532.29,INTEREST,24.54,234451.34,IPERFORM
TX0013461,2023-12-01,8065.82,COMMISSION,33.9,150531.71,IPERFORM
TX0013462,2023-12-16,6157.23,FEE,36.0,113041.19,IPERFORM
TX0013463,2024-01-28,9167.96,TRAIL,16.92,150630.17,IPERFORM
TX0013464,2024-01-03,6257.38,FEE,34.81,110886.66,IPERFORM
TX0013465,2024-01-20,5409.68,TRAIL,8.51,95858.42,IPERFORM
TX0013466,2024-01-21,5576.0,TRAIL,20.88,120521.32,IPERFORM
TX0013467,2024-01-14,5284.62,COMMISSION,20.78,97193.45,IPERFORM
TX0013468,2024-01-20,10257.42,FEE,28.22,156206.25,IPERFORM
TX0013469,2024-01-09,5760.01,INTEREST,33.0,122081.01,IPERFORM
TX0013470,2024-01-07,5509.42,TRAIL,8.67,103651.49,IPERFORM
TX0013471,2024-01-06,4156.62,FEE,39.07,67200.57,IPERFORM
TX0013472,2024-02-02,6992.84,FEE,42.6,147015.75,IPERFORM
TX0013473,2024-02-28,12147.43,COMMISSION,22.84,192892.32,IPERFORM
TX0013474,2024-02-04,8489.85,FEE,19.68,180352.79,IPERFORM
TX0013475,2024-02-27,12926.11,TRAIL,34.29,207596.88,IPERFORM
TX0013476,2024-02-04,9776.78,TRAIL,45.0,155891.19,IPERFORM
TX0013477,2024-02-02,7098.06,FEE,16.38,132989.74,IPERFORM
TX0013478,2024-03-30,18617.89,FEE,17.45,354676.85,IPERFORM
TX0013479,2024-03-28,9379.06,TRAIL,9.29,195824.17,IPERFORM
TX0013480,2024-03-01,9691.05,TRAIL,52.7,204461.44,IPERFORM
TX0013481,2024-03-28,8944.73,TRAIL,7.15,145856.9,IPERFORM
TX0013482,2024-03-31,12526.21,COMMISSION,28.45,221386.97,IPERFORM
TX0013483,2024-04-06,14031.12,FEE,59.47,308209.15,IPERFORM
TX0013484,2024-04-01,16125.45,FEE,17.99,295026.74,IPERFORM
TX0013485,2024-04-27,17393.66,FEE,55.91,285211.54,IPERFORM
TX0013486,2024-04-14,8922.73,FEE,28.27,168968.34,IPERFORM
TX0013487,2024-04-08,10205.07,FEE,14.96,209678.5,IPERFORM
TX0013488,2024-05-06,7666.84,INTEREST,27.29,166697.02,IPERFORM
TX0013489,2024-05-19,7945.56,FEE,27.16,164257.72,IPERFORM
TX0013490,2024-05-05,8583.96,INTEREST,55.19,171087.48,IPERFORM
TX0013491,2024-05-16,5285.69,COMMISSION,56.87,115748.6,IPERFORM
TX0013492,2024-05-16,4750.93,FEE,23.52,100166.02,IPERFORM
TX0013493,2024-05-22,6620.16,TRAIL,44.95,143120.85,IPERFORM
TX0013494,2024-05-03,5509.43,FEE,17.33,115076.46,IPERFORM
TX0013495,2024-05-29,3656.36,COMMISSION,51.44,69585.97,IPERFORM
TX0013496,2024-05-15,7703.11,TRAIL,18.96,121022.87,IPERFORM
TX0013497,2024-06-29,6950.91,COMMISSION,20.5,106946.88,IPERFORM
TX0013498,2024-06-18,8163.32,TRAIL,56.22,139500.13,IPERFORM
TX0013499,2024-06-03,10675.97,FEE,20.53,179477.69,IPERFORM
TX0013500,2024-06-24,4882.4,INTEREST,31.41,104754.46,IPERFORM
TX0013501,2024-06-03,5979.45,COMMISSION,10.31,93099.48,IPERFORM
TX0013502,2024-06-19,4516.71,FEE,15.37,77827.81,IPERFORM
TX0013503,2024-06-24,6884.44,TRAIL,20.99,148803.73,IPERFORM
TX0013504,2024-06-15,5953.07,FEE,5.34,94074.7,IPERFORM
TX0013505,2024-06-19,10151.8,COMMISSION,24.89,176154.06,IPERFORM
TX0013506,2024-07-23,5852.88,INTEREST,53.95,102488.96,IPERFORM
TX0013507,2024-07-05,8009.38,TRAIL,56.29,140915.51,IPERFORM
TX0013508,2024-07-30,10813.5,INTEREST,24.59,170431.8,IPERFORM
TX0013509,2024-07-24,6397.09,FEE,40.27,134960.69,IPERFORM
TX0013510,2024-07-25,5840.67,TRAIL,28.4,94625.55,IPERFORM
TX0013511,2024-07-11,4165.63,COMMISSION,47.42,82433.03,IPERFORM
TX0013512,2024-07-22,10008.2,FEE,9.76,207183.01,IPERFORM
TX0013513,2024-07-01,8927.75,COMMISSION,56.14,177819.45,IPERFORM
TX0013514,2023-08-08,13330.47,COMMISSION,5.69,269965.56,IPERFORM
TX0013515,2023-08-22,12693.22,TRAIL,57.84,235056.04,IPERFORM
TX0013516,2023-08-11,12293.77,COMMISSION,41.96,217210.2,IPERFORM
TX0013517,2023-08-16,6991.95,COMMISSION,13.33,153207.18,IPERFORM
TX0013518,2023-08-17,7707.9,COMMISSION,40.28,125625.06,IPERFORM
TX0013519,2023-09-13,8996.02,FEE,59.82,178538.36,IPERFORM
TX0013520,2023-09-11,11156.06,FEE,42.54,232314.7,IPERFORM
TX0013521,2023-09-21,13927.17,TRAIL,49.71,219151.56,IPERFORM
TX0013522,2023-09-13,10572.6,TRAIL,53.74,221608.44,IPERFORM
TX0013523,2023-09-04,12762.34,COMMISSION,15.92,239145.91,IPERFORM
TX0013524,2023-10-16,3882.15,FEE,11.09,68393.74,IPERFORM
TX0013525,2023-10-25,8489.3,FEE,23.67,183531.37,IPERFORM
TX0013526,2023-10-07,5179.85,COMMISSION,39.46,106814.16,IPERFORM
TX0013527,2023-10-14,8076.94,FEE,42.03,131167.67,IPERFORM
TX0013528,2023-10-04,7726.51,COMMISSION,38.68,136496.5,IPERFORM
TX0013529,2023-10-27,7103.11,INTEREST,19.46,118624.24,IPERFORM
TX0013530,2023-10-11,8373.89,INTEREST,42.92,143357.36,IPERFORM
TX0013531,2023-10-23,5233.33,COMMISSION,44.56,112769.27,IPERFORM
TX0013532,2023-10-03,6330.27,TRAIL,14.75,96831.75,IPERFORM
TX0013533,2023-11-13,7895.3,FEE,56.51,138392.75,IPERFORM
TX0013534,2023-11-22,12705.15,TRAIL,22.07,215301.46,IPERFORM
TX0013535,2023-11-23,8595.28,FEE,10.28,170574.01,IPERFORM
TX0013536,2023-11-10,4822.55,TRAIL,10.31,77862.28,IPERFORM
TX0013537,2023-11-14,7859.63,TRAIL,38.34,144018.41,IPERFORM
TX0013538,2023-11-26,13053.8,TRAIL,47.42,233319.96,IPERFORM
TX0013539,2023-12-21,11940.81,COMMISSION,8.92,225313.58,IPERFORM
TX0013540,2023-12-23,13316.87,INTEREST,36.73,254107.41,IPERFORM
TX0013541,2023-12-26,11013.06,INTEREST,52.49,203866.52,IPERFORM
TX0013542,2023-12-12,6463.91,INTEREST,18.07,115036.26,IPERFORM
TX0013543,2023-12-18,11253.27,COMMISSION,33.58,238881.39,IPERFORM
TX0013544,2023-12-06,11949.27,FEE,23.64,235972.03,IPERFORM
TX0013545,2024-01-26,11002.06,COMMISSION,34.07,229285.93,IPERFORM
TX0013546,2024-01-21,10901.01,TRAIL,56.28,180600.12,IPERFORM
TX0013547,2024-01-06,9991.12,INTEREST,30.12,165505.25,IPERFORM
TX0013548,2024-01-11,8495.17,FEE,11.3,128784.15,IPERFORM
TX0013549,2024-01-06,10039.15,FEE,24.05,200032.34,IPERFORM
TX0013550,2024-01-22,8752.56,COMMISSION,20.62,149596.03,IPERFORM
TX0013551,2024-01-05,6096.29,COMMISSION,16.67,112848.35,IPERFORM
TX0013552,2024-02-25,10072.99,TRAIL,48.27,177010.72,IPERFORM
TX0013553,2024-02-06,5618.88,TRAIL,30.32,112153.28,IPERFORM
TX0013554,2024-02-29,9913.11,TRAIL,43.72,157138.34,IPERFORM
TX0013555,2024-02-14,5848.64,COMMISSION,18.99,91504.83,IPERFORM
TX0013556,2024-02-01,5436.45,COMMISSION,14.2,114027.93,IPERFORM
TX0013557,2024-02-01,7937.79,INTEREST,14.4,123743.86,IPERFORM
TX0013558,2024-02-05,7079.48,FEE,29.97,141584.49,IPERFORM
TX0013559,2024-02-08,10267.05,FEE,13.56,185564.49,IPERFORM
TX0013560,2024-03-27,3993.35,TRAIL,32.92,65808.55,IPERFORM
TX0013561,2024-03-09,8294.33,COMMISSION,44.77,169607.43,IPERFORM
TX0013562,2024-03-05,6486.83,INTEREST,20.42,130534.98,IPERFORM
TX0013563,2024-03-13,8751.62,FEE,33.62,169953.44,IPERFORM
TX0013564,2024-03-03,9554.48,COMMISSION,12.53,150288.78,IPERFORM
TX0013565,2024-03-12,6333.9,COMMISSION,59.93,104150.86,IPERFORM
TX0013566,2024-03-23,8684.8,COMMISSION,46.24,148740.16,IPERFORM
TX0013567,2024-03-10,3719.69,INTEREST,31.71,61970.05,IPERFORM
TX0013568,2024-03-26,9142.57,INTEREST,32.72,168755.52,IPERFORM
TX0013569,2024-04-05,11594.61,TRAIL,52.67,179722.69,IPERFORM
TX0013570,2024-04-26,11285.48,TRAIL,18.81,169451.92,IPERFORM
TX0013571,2024-04-02,7113.1,INTEREST,53.18,121795.81,IPERFORM
TX0013572,2024-04-09,5938.0,FEE,50.94,92586.67,IPERFORM
TX0013573,2024-04-17,9064.5,TRAIL,35.07,158263.34,IPERFORM
TX0013574,2024-04-24,4630.31,COMMISSION,24.97,88935.24,IPERFORM
TX0013575,2024-04-18,4460.81,FEE,6.3,79489.6,IPERFORM
TX0013576,2024-04-11,11346.13,COMMISSION,22.18,217193.6,IPERFORM
TX0013577,2024-05-25,7590.14,INTEREST,57.34,165957.03,IPERFORM
TX0013578,2024-05-19,12027.73,FEE,16.34,191590.93,IPERFORM
TX0013579,2024-05-12,8133.08,INTEREST,30.24,143808.24,IPERFORM
TX0013580,2024-05-19,8645.35,FEE,59.87,148256.74,IPERFORM
TX0013581,2024-05-11,11789.67,INTEREST,10.45,209551.32,IPERFORM
TX0013582,2024-05-16,9901.44,INTEREST,41.44,172125.24,IPERFORM
TX0013583,2024-05-20,5106.25,FEE,20.81,107141.24,IPERFORM
TX0013584,2024-06-20,5737.53,COMMISSION,6.53,105129.66,IPERFORM
TX0013585,2024-06-23,5026.06,FEE,7.98,107573.74,IPERFORM
