conversation_turn_id,conversation_id,turn_ts,user_question,assistant_answer,persona,scope_type,scope_id,status,memory_id
CONVTURN00000432,CONV000087,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0097,Active,MEM00000077
CONVTURN00000433,CONV000087,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0013,Active,MEM00000216
CONVTURN00000434,CONV000087,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0037,Active,MEM00000127
CONVTURN00000435,CONV000087,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0160,Active,MEM00000347
CONVTURN00000436,CONV000088,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0058,Active,MEM00000120
CONVTURN00000437,CONV000088,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0051,Active,MEM00000465
CONVTURN00000438,CONV000088,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0116,Active,MEM00000405
CONVTURN00000439,CONV000088,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0099,Active,MEM00000312
CONVTURN00000440,CONV000088,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0068,Active,MEM00000279
CONVTURN00000441,CONV000089,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0011,Active,MEM00000064
CONVTURN00000442,CONV000089,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0045,Active,MEM00000565
CONVTURN00000443,CONV000089,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0011,Active,MEM00000412
CONVTURN00000444,CONV000089,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0055,Active,MEM00000116
CONVTURN00000445,CONV000089,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0088,Active,MEM00000218
CONVTURN00000446,CONV000090,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0053,Active,MEM00000039
CONVTURN00000447,CONV000090,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0147,Active,MEM00000666
CONVTURN00000448,CONV000090,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0125,Active,MEM00000396
CONVTURN00000449,CONV000090,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0145,Active,MEM00000171
CONVTURN00000450,CONV000090,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0039,Active,MEM00000380
CONVTURN00000451,CONV000091,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0006,Active,MEM00000637
CONVTURN00000452,CONV000091,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0102,Active,MEM00000323
CONVTURN00000453,CONV000091,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0071,Active,MEM00000240
CONVTURN00000454,CONV000091,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0015,Active,MEM00000631
CONVTURN00000455,CONV000091,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0071,Active,MEM00000019
CONVTURN00000456,CONV000092,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0028,Active,MEM00000530
CONVTURN00000457,CONV000092,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0158,Active,MEM00000239
CONVTURN00000458,CONV000092,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0136,Active,MEM00000552
CONVTURN00000459,CONV000092,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0024,Active,MEM00000305
CONVTURN00000460,CONV000092,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0076,Active,MEM00000376
CONVTURN00000461,CONV000093,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0052,Active,MEM00000089
CONVTURN00000462,CONV000093,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0008,Active,MEM00000160
CONVTURN00000463,CONV000093,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0126,Active,MEM00000434
CONVTURN00000464,CONV000093,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0156,Active,MEM00000539
CONVTURN00000465,CONV000093,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0082,Active,MEM00000071
CONVTURN00000466,CONV000094,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0018,Active,MEM00000360
CONVTURN00000467,CONV000094,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0043,Active,MEM00000132
CONVTURN00000468,CONV000094,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0099,Active,MEM00000325
CONVTURN00000469,CONV000094,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0141,Active,MEM00000048
CONVTURN00000470,CONV000094,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0142,Active,MEM00000037
CONVTURN00000471,CONV000095,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0042,Active,MEM00000640
CONVTURN00000472,CONV000095,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0150,Active,MEM00000352
CONVTURN00000473,CONV000095,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0054,Active,MEM00000306
CONVTURN00000474,CONV000095,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0158,Active,MEM00000069
CONVTURN00000475,CONV000095,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0047,Active,MEM00000496
CONVTURN00000476,CONV000096,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0107,Active,MEM00000594
CONVTURN00000477,CONV000096,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0012,Active,MEM00000507
CONVTURN00000478,CONV000096,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0147,Active,MEM00000465
CONVTURN00000479,CONV000096,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0077,Active,MEM00000325
CONVTURN00000480,CONV000096,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0038,Active,MEM00000189
CONVTURN00000481,CONV000097,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0086,Active,MEM00000308
CONVTURN00000482,CONV000097,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0080,Active,MEM00000443
CONVTURN00000483,CONV000097,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0163,Active,MEM00000053
CONVTURN00000484,CONV000097,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0026,Active,MEM00000282
CONVTURN00000485,CONV000097,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0024,Active,MEM00000530
CONVTURN00000486,CONV000098,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0134,Active,MEM00000140
CONVTURN00000487,CONV000098,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0128,Active,MEM00000535
CONVTURN00000488,CONV000098,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0082,Active,MEM00000050
CONVTURN00000489,CONV000098,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0116,Active,MEM00000610
CONVTURN00000490,CONV000098,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0060,Active,MEM00000325
CONVTURN00000491,CONV000099,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0141,Active,MEM00000457
CONVTURN00000492,CONV000099,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0138,Active,MEM00000589
CONVTURN00000493,CONV000099,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0125,Active,MEM00000638
CONVTURN00000494,CONV000099,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0051,Active,MEM00000295
CONVTURN00000495,CONV000099,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0078,Active,MEM00000268
CONVTURN00000496,CONV000100,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0164,Active,MEM00000167
CONVTURN00000497,CONV000100,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0085,Active,MEM00000270
CONVTURN00000498,CONV000100,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0072,Active,MEM00000512
CONVTURN00000499,CONV000100,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0125,Active,MEM00000153
CONVTURN00000500,CONV000100,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0107,Active,MEM00000633
