trace_id,trace_type,conclusion,confidence,reasoning_steps_json,evidence_json,created_ts,status,recommendation_id,prediction_id,opportunity_id,memory_id
TRACE00000268,Opportunity,Generated conclusion with supporting evidence.,0.6949,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000064,PRED00000251,OPP00000170,MEM00000304
TRACE00000269,Prediction,Generated conclusion with supporting evidence.,0.6661,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000127,PRED00000157,OPP00000301,MEM00000611
TRACE00000270,Recommendation,Generated conclusion with supporting evidence.,0.842,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000126,PRED00000037,OPP00000279,MEM00000163
TRACE00000271,Insight,Generated conclusion with supporting evidence.,0.6929,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000281,PRED00000020,OPP00000273,MEM00000107
TRACE00000272,Insight,Generated conclusion with supporting evidence.,0.6713,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000230,PRED00000585,OPP00000208,MEM00000658
TRACE00000273,Prediction,Generated conclusion with supporting evidence.,0.9344,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000010,PRED00000046,OPP00000170,MEM00000597
TRACE00000274,Recommendation,Generated conclusion with supporting evidence.,0.8653,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000197,PRED00000626,OPP00000278,MEM00000026
TRACE00000275,Recommendation,Generated conclusion with supporting evidence.,0.8367,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000070,PRED00000054,OPP00000426,MEM00000548
TRACE00000276,Opportunity,Generated conclusion with supporting evidence.,0.8683,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000482,PRED00000629,OPP00000410,MEM00000563
TRACE00000277,Recommendation,Generated conclusion with supporting evidence.,0.7308,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000017,PRED00000444,OPP00000293,MEM00000099
TRACE00000278,Insight,Generated conclusion with supporting evidence.,0.9116,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000342,PRED00000516,OPP00000311,MEM00000550
TRACE00000279,Insight,Generated conclusion with supporting evidence.,0.706,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000333,PRED00000191,OPP00000185,MEM00000335
TRACE00000280,Opportunity,Generated conclusion with supporting evidence.,0.7972,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000034,PRED00000511,OPP00000330,MEM00000204
TRACE00000281,Insight,Generated conclusion with supporting evidence.,0.8549,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000408,PRED00000185,OPP00000395,MEM00000218
TRACE00000282,Prediction,Generated conclusion with supporting evidence.,0.8926,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000143,PRED00000615,OPP00000430,MEM00000058
TRACE00000283,Recommendation,Generated conclusion with supporting evidence.,0.8228,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000179,PRED00000524,OPP00000463,MEM00000581
TRACE00000284,Prediction,Generated conclusion with supporting evidence.,0.8362,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000398,PRED00000152,OPP00000364,MEM00000303
TRACE00000285,Prediction,Generated conclusion with supporting evidence.,0.8844,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000089,PRED00000273,OPP00000076,MEM00000459
TRACE00000286,Prediction,Generated conclusion with supporting evidence.,0.6527,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000443,PRED00000489,OPP00000398,MEM00000665
TRACE00000287,Opportunity,Generated conclusion with supporting evidence.,0.8475,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000355,PRED00000028,OPP00000394,MEM00000613
TRACE00000288,Prediction,Generated conclusion with supporting evidence.,0.7039,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000006,PRED00000245,OPP00000228,MEM00000616
TRACE00000289,Recommendation,Generated conclusion with supporting evidence.,0.8639,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000336,PRED00000042,OPP00000339,MEM00000235
TRACE00000290,Prediction,Generated conclusion with supporting evidence.,0.935,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000209,PRED00000332,OPP00000440,MEM00000229
TRACE00000291,Prediction,Generated conclusion with supporting evidence.,0.7308,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000464,PRED00000522,OPP00000309,MEM00000168
TRACE00000292,Opportunity,Generated conclusion with supporting evidence.,0.8086,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000267,PRED00000559,OPP00000370,MEM00000486
TRACE00000293,Opportunity,Generated conclusion with supporting evidence.,0.9056,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000071,PRED00000276,OPP00000440,MEM00000271
TRACE00000294,Opportunity,Generated conclusion with supporting evidence.,0.6897,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000303,PRED00000225,OPP00000155,MEM00000131
TRACE00000295,Recommendation,Generated conclusion with supporting evidence.,0.9462,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000321,PRED00000491,OPP00000384,MEM00000523
TRACE00000296,Prediction,Generated conclusion with supporting evidence.,0.8478,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000068,PRED00000545,OPP00000312,MEM00000285
TRACE00000297,Recommendation,Generated conclusion with supporting evidence.,0.9271,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000286,PRED00000583,OPP00000354,MEM00000198
TRACE00000298,Opportunity,Generated conclusion with supporting evidence.,0.6687,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000162,PRED00000382,OPP00000059,MEM00000609
TRACE00000299,Opportunity,Generated conclusion with supporting evidence.,0.8713,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000259,PRED00000264,OPP00000418,MEM00000179
TRACE00000300,Recommendation,Generated conclusion with supporting evidence.,0.8595,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000247,PRED00000662,OPP00000161,MEM00000240
TRACE00000301,Recommendation,Generated conclusion with supporting evidence.,0.6968,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000386,PRED00000244,OPP00000180,MEM00000542
TRACE00000302,Prediction,Generated conclusion with supporting evidence.,0.6712,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000150,PRED00000316,OPP00000067,MEM00000136
TRACE00000303,Recommendation,Generated conclusion with supporting evidence.,0.7885,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000212,PRED00000304,OPP00000025,MEM00000474
TRACE00000304,Insight,Generated conclusion with supporting evidence.,0.8909,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000395,PRED00000623,OPP00000456,MEM00000560
TRACE00000305,Recommendation,Generated conclusion with supporting evidence.,0.8301,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000505,PRED00000619,OPP00000255,MEM00000652
TRACE00000306,Recommendation,Generated conclusion with supporting evidence.,0.9189,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000439,PRED00000350,OPP00000193,MEM00000436
TRACE00000307,Opportunity,Generated conclusion with supporting evidence.,0.7662,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000096,PRED00000621,OPP00000331,MEM00000422
TRACE00000308,Prediction,Generated conclusion with supporting evidence.,0.7729,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000388,PRED00000418,OPP00000472,MEM00000524
TRACE00000309,Insight,Generated conclusion with supporting evidence.,0.8251,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000335,PRED00000026,OPP00000218,MEM00000351
TRACE00000310,Prediction,Generated conclusion with supporting evidence.,0.7601,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000500,PRED00000578,OPP00000327,MEM00000539
TRACE00000311,Recommendation,Generated conclusion with supporting evidence.,0.7207,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000096,PRED00000197,OPP00000052,MEM00000271
TRACE00000312,Opportunity,Generated conclusion with supporting evidence.,0.7727,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000187,PRED00000386,OPP00000307,MEM00000336
TRACE00000313,Insight,Generated conclusion with supporting evidence.,0.8247,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000088,PRED00000068,OPP00000458,MEM00000491
TRACE00000314,Prediction,Generated conclusion with supporting evidence.,0.659,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000276,PRED00000542,OPP00000235,MEM00000409
TRACE00000315,Opportunity,Generated conclusion with supporting evidence.,0.885,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000161,PRED00000405,OPP00000413,MEM00000131
TRACE00000316,Opportunity,Generated conclusion with supporting evidence.,0.8085,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000327,PRED00000272,OPP00000001,MEM00000167
TRACE00000317,Opportunity,Generated conclusion with supporting evidence.,0.7309,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000357,PRED00000547,OPP00000172,MEM00000086
TRACE00000318,Prediction,Generated conclusion with supporting evidence.,0.795,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000367,PRED00000303,OPP00000294,MEM00000121
TRACE00000319,Recommendation,Generated conclusion with supporting evidence.,0.7838,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000309,PRED00000528,OPP00000455,MEM00000489
TRACE00000320,Prediction,Generated conclusion with supporting evidence.,0.8075,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000156,PRED00000117,OPP00000508,MEM00000656
TRACE00000321,Opportunity,Generated conclusion with supporting evidence.,0.7429,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000110,PRED00000396,OPP00000478,MEM00000572
TRACE00000322,Opportunity,Generated conclusion with supporting evidence.,0.7519,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000397,PRED00000574,OPP00000039,MEM00000330
TRACE00000323,Prediction,Generated conclusion with supporting evidence.,0.815,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000339,PRED00000197,OPP00000428,MEM00000595
TRACE00000324,Insight,Generated conclusion with supporting evidence.,0.759,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000369,PRED00000487,OPP00000311,MEM00000234
TRACE00000325,Opportunity,Generated conclusion with supporting evidence.,0.8112,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000116,PRED00000359,OPP00000228,MEM00000633
TRACE00000326,Insight,Generated conclusion with supporting evidence.,0.8657,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000407,PRED00000118,OPP00000496,MEM00000044
TRACE00000327,Recommendation,Generated conclusion with supporting evidence.,0.7866,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000004,PRED00000050,OPP00000453,MEM00000078
TRACE00000328,Opportunity,Generated conclusion with supporting evidence.,0.9461,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000184,PRED00000580,OPP00000422,MEM00000501
TRACE00000329,Insight,Generated conclusion with supporting evidence.,0.9409,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000230,PRED00000617,OPP00000035,MEM00000226
TRACE00000330,Recommendation,Generated conclusion with supporting evidence.,0.9087,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000206,PRED00000416,OPP00000125,MEM00000657
TRACE00000331,Insight,Generated conclusion with supporting evidence.,0.663,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000423,PRED00000010,OPP00000320,MEM00000606
TRACE00000332,Insight,Generated conclusion with supporting evidence.,0.8172,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000474,PRED00000341,OPP00000179,MEM00000383
TRACE00000333,Recommendation,Generated conclusion with supporting evidence.,0.6936,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000048,PRED00000111,OPP00000196,MEM00000106
TRACE00000334,Prediction,Generated conclusion with supporting evidence.,0.8688,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000431,PRED00000590,OPP00000042,MEM00000052
TRACE00000335,Recommendation,Generated conclusion with supporting evidence.,0.9412,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000224,PRED00000010,OPP00000281,MEM00000610
TRACE00000336,Insight,Generated conclusion with supporting evidence.,0.7436,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000414,PRED00000564,OPP00000023,MEM00000503
TRACE00000337,Prediction,Generated conclusion with supporting evidence.,0.6822,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000232,PRED00000305,OPP00000431,MEM00000386
TRACE00000338,Recommendation,Generated conclusion with supporting evidence.,0.7911,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000402,PRED00000563,OPP00000201,MEM00000471
TRACE00000339,Recommendation,Generated conclusion with supporting evidence.,0.8492,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000232,PRED00000209,OPP00000050,MEM00000582
TRACE00000340,Recommendation,Generated conclusion with supporting evidence.,0.9022,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000335,PRED00000518,OPP00000244,MEM00000167
TRACE00000341,Opportunity,Generated conclusion with supporting evidence.,0.8804,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000243,PRED00000566,OPP00000043,MEM00000607
TRACE00000342,Recommendation,Generated conclusion with supporting evidence.,0.9162,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000028,PRED00000609,OPP00000361,MEM00000343
TRACE00000343,Recommendation,Generated conclusion with supporting evidence.,0.6552,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000144,PRED00000144,OPP00000376,MEM00000575
TRACE00000344,Prediction,Generated conclusion with supporting evidence.,0.8635,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000017,PRED00000311,OPP00000437,MEM00000661
TRACE00000345,Opportunity,Generated conclusion with supporting evidence.,0.7881,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000378,PRED00000501,OPP00000116,MEM00000277
TRACE00000346,Recommendation,Generated conclusion with supporting evidence.,0.9449,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000510,PRED00000576,OPP00000386,MEM00000409
TRACE00000347,Opportunity,Generated conclusion with supporting evidence.,0.8585,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000481,PRED00000408,OPP00000481,MEM00000669
TRACE00000348,Insight,Generated conclusion with supporting evidence.,0.7135,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000112,PRED00000648,OPP00000178,MEM00000209
TRACE00000349,Prediction,Generated conclusion with supporting evidence.,0.9433,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000029,PRED00000589,OPP00000327,MEM00000099
TRACE00000350,Opportunity,Generated conclusion with supporting evidence.,0.7353,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000281,PRED00000605,OPP00000092,MEM00000288
TRACE00000351,Insight,Generated conclusion with supporting evidence.,0.7909,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000109,PRED00000530,OPP00000224,MEM00000177
TRACE00000352,Prediction,Generated conclusion with supporting evidence.,0.814,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000314,PRED00000389,OPP00000459,MEM00000054
TRACE00000353,Prediction,Generated conclusion with supporting evidence.,0.8314,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000251,PRED00000444,OPP00000298,MEM00000185
TRACE00000354,Recommendation,Generated conclusion with supporting evidence.,0.9333,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000132,PRED00000315,OPP00000482,MEM00000130
TRACE00000355,Insight,Generated conclusion with supporting evidence.,0.9492,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000203,PRED00000440,OPP00000265,MEM00000278
TRACE00000356,Insight,Generated conclusion with supporting evidence.,0.8738,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000001,PRED00000115,OPP00000344,MEM00000102
