activity_id,activity_type,activity_date,subject,notes_summary,outcome,next_step,status,advisor_id,household_id,account_id
CRM00008336,Meeting,2024-08-13 00:00:00,Meeting with HH02189,Prospecting activity for new household acquisition.,Scheduled Follow-up,No action,Active,ADV0158,HH02189,ACCT006594
CRM00008337,Note,2025-12-08 00:00:00,Note with HH02184,Prospecting activity for new household acquisition.,Completed,Create opportunity,Active,ADV0158,HH02184,ACCT006581
CRM00008338,Client Review,2024-09-14 00:00:00,Client Review with HH02186,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Discuss with manager,Active,ADV0158,HH02186,ACCT006586
CRM00008339,Note,2024-10-13 00:00:00,Note with HH02182,Prospecting activity for new household acquisition.,No Response,Discuss with manager,Active,ADV0158,HH02182,ACCT006572
CRM00008340,Follow-up,2023-12-09 00:00:00,Follow-up with HH02180,Discussed managed account review and client goals.,No Response,Create opportunity,Active,ADV0158,HH02180,ACCT006568
CRM00008341,Note,2024-11-26 00:00:00,Note with HH02186,No recent engagement; requires proactive outreach.,No Response,No action,Active,ADV0158,HH02186,ACCT006587
CRM00008342,Task,2023-06-05 00:00:00,Task with HH02186,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0158,HH02186,ACCT006587
CRM00008343,Meeting,2023-10-18 00:00:00,Meeting with HH02185,Discussed managed account review and client goals.,Scheduled Follow-up,Create opportunity,Active,ADV0158,HH02185,ACCT006583
CRM00008344,Email,2023-09-02 00:00:00,Email with HH02183,Prospecting activity for new household acquisition.,Completed,Schedule review,Active,ADV0158,HH02183,ACCT006575
CRM00008345,Task,2025-08-25 00:00:00,Task with HH02179,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0158,HH02179,ACCT006566
CRM00008346,Note,2025-01-14 00:00:00,Note with HH02186,Prospecting activity for new household acquisition.,Interested,Discuss with manager,Active,ADV0158,HH02186,ACCT006586
CRM00008347,Follow-up,2024-03-22 00:00:00,Follow-up with HH02188,Follow-up required on fixed income allocation.,No Response,Send material,Active,ADV0158,HH02188,ACCT006592
CRM00008348,Email,2023-10-01 00:00:00,Email with HH02180,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Schedule review,Active,ADV0158,HH02180,ACCT006568
CRM00008349,Follow-up,2023-04-15 00:00:00,Follow-up with HH02183,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Create opportunity,Active,ADV0158,HH02183,ACCT006577
CRM00008350,Note,2024-06-05 00:00:00,Note with HH02181,Discussed managed account review and client goals.,Scheduled Follow-up,Discuss with manager,Active,ADV0158,HH02181,ACCT006571
CRM00008351,Email,2025-08-16 00:00:00,Email with HH02186,Prospecting activity for new household acquisition.,No Response,Create opportunity,Active,ADV0158,HH02186,ACCT006586
CRM00008352,Task,2023-08-25 00:00:00,Task with HH02190,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Send material,Active,ADV0158,HH02190,ACCT006599
CRM00008353,Follow-up,2024-03-21 00:00:00,Follow-up with HH02179,No recent engagement; requires proactive outreach.,Interested,Discuss with manager,Active,ADV0158,HH02179,ACCT006567
CRM00008354,Call,2024-04-19 00:00:00,Call with HH02190,Discussed managed account review and client goals.,Completed,No action,Active,ADV0158,HH02190,ACCT006598
CRM00008355,Email,2023-08-12 00:00:00,Email with HH02182,Reviewed retirement income needs and cash balance.,Not Interested,Schedule review,Active,ADV0158,HH02182,ACCT006572
CRM00008356,Email,2025-09-10 00:00:00,Email with HH02188,No recent engagement; requires proactive outreach.,Not Interested,Send material,Active,ADV0158,HH02188,ACCT006591
CRM00008357,Follow-up,2023-04-03 00:00:00,Follow-up with HH02198,Reviewed retirement income needs and cash balance.,Interested,No action,Active,ADV0159,HH02198,ACCT006621
CRM00008358,Email,2023-03-26 00:00:00,Email with HH02202,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0159,HH02202,ACCT006634
CRM00008359,Email,2024-07-10 00:00:00,Email with HH02200,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0159,HH02200,ACCT006627
CRM00008360,Note,2024-05-23 00:00:00,Note with HH02191,Prospecting activity for new household acquisition.,No Response,Discuss with manager,Active,ADV0159,HH02191,ACCT006600
CRM00008361,Follow-up,2025-02-04 00:00:00,Follow-up with HH02202,Prospecting activity for new household acquisition.,Scheduled Follow-up,Schedule review,Active,ADV0159,HH02202,ACCT006634
CRM00008362,Prospecting,2024-11-21 00:00:00,Prospecting with HH02194,Prospecting activity for new household acquisition.,Scheduled Follow-up,No action,Active,ADV0159,HH02194,ACCT006610
CRM00008363,Follow-up,2024-06-18 00:00:00,Follow-up with HH02196,Prospecting activity for new household acquisition.,Interested,Create opportunity,Active,ADV0159,HH02196,ACCT006617
CRM00008364,Client Review,2025-06-04 00:00:00,Client Review with HH02193,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0159,HH02193,ACCT006606
CRM00008365,Task,2025-08-14 00:00:00,Task with HH02191,Prospecting activity for new household acquisition.,No Response,Create opportunity,Active,ADV0159,HH02191,ACCT006600
CRM00008366,Task,2023-05-07 00:00:00,Task with HH02196,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Discuss with manager,Active,ADV0159,HH02196,ACCT006616
CRM00008367,Email,2025-12-13 00:00:00,Email with HH02204,Client expressed interest in tax-aware investment approach.,Not Interested,No action,Active,ADV0159,HH02204,ACCT006638
CRM00008368,Call,2025-07-14 00:00:00,Call with HH02198,Reviewed retirement income needs and cash balance.,Not Interested,No action,Active,ADV0159,HH02198,ACCT006622
CRM00008369,Email,2024-07-15 00:00:00,Email with HH02204,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0159,HH02204,ACCT006639
CRM00008370,Client Review,2025-09-07 00:00:00,Client Review with HH02191,No recent engagement; requires proactive outreach.,Interested,Send material,Active,ADV0159,HH02191,ACCT006601
CRM00008371,Call,2025-10-12 00:00:00,Call with HH02199,Discussed managed account review and client goals.,Not Interested,Send material,Active,ADV0159,HH02199,ACCT006626
CRM00008372,Call,2025-03-06 00:00:00,Call with HH02193,Reviewed retirement income needs and cash balance.,No Response,Send material,Active,ADV0159,HH02193,ACCT006608
CRM00008373,Task,2023-06-11 00:00:00,Task with HH02201,Discussed managed account review and client goals.,Not Interested,Schedule review,Active,ADV0159,HH02201,ACCT006632
CRM00008374,Prospecting,2024-12-04 00:00:00,Prospecting with HH02198,Client expressed interest in tax-aware investment approach.,No Response,Send material,Active,ADV0159,HH02198,ACCT006622
CRM00008375,Client Review,2024-09-17 00:00:00,Client Review with HH02199,Follow-up required on fixed income allocation.,Interested,No action,Active,ADV0159,HH02199,ACCT006624
CRM00008376,Prospecting,2025-10-17 00:00:00,Prospecting with HH02203,No recent engagement; requires proactive outreach.,No Response,Schedule review,Active,ADV0159,HH02203,ACCT006636
CRM00008377,Meeting,2025-08-06 00:00:00,Meeting with HH02196,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0159,HH02196,ACCT006615
CRM00008378,Call,2023-09-13 00:00:00,Call with HH02192,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Discuss with manager,Active,ADV0159,HH02192,ACCT006605
CRM00008379,Email,2025-09-06 00:00:00,Email with HH02194,Client expressed interest in tax-aware investment approach.,No Response,Schedule review,Active,ADV0159,HH02194,ACCT006612
CRM00008380,Email,2024-04-03 00:00:00,Email with HH02201,Prospecting activity for new household acquisition.,No Response,Send material,Active,ADV0159,HH02201,ACCT006629
CRM00008381,Email,2023-10-03 00:00:00,Email with HH02198,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Create opportunity,Active,ADV0159,HH02198,ACCT006621
CRM00008382,Client Review,2024-07-17 00:00:00,Client Review with HH02195,Client expressed interest in tax-aware investment approach.,No Response,No action,Active,ADV0159,HH02195,ACCT006614
CRM00008383,Note,2024-11-24 00:00:00,Note with HH02203,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0159,HH02203,ACCT006637
CRM00008384,Follow-up,2023-02-07 00:00:00,Follow-up with HH02191,Follow-up required on fixed income allocation.,No Response,Schedule review,Active,ADV0159,HH02191,ACCT006600
CRM00008385,Prospecting,2025-07-21 00:00:00,Prospecting with HH02191,Client expressed interest in tax-aware investment approach.,No Response,Schedule review,Active,ADV0159,HH02191,ACCT006600
CRM00008386,Note,2024-10-16 00:00:00,Note with HH02197,Client expressed interest in tax-aware investment approach.,Interested,Discuss with manager,Active,ADV0159,HH02197,ACCT006618
CRM00008387,Meeting,2025-11-02 00:00:00,Meeting with HH02199,No recent engagement; requires proactive outreach.,No Response,Create opportunity,Active,ADV0159,HH02199,ACCT006626
CRM00008388,Client Review,2025-05-07 00:00:00,Client Review with HH02192,Follow-up required on fixed income allocation.,Completed,Discuss with manager,Active,ADV0159,HH02192,ACCT006605
CRM00008389,Note,2023-04-07 00:00:00,Note with HH02195,Reviewed retirement income needs and cash balance.,Not Interested,Discuss with manager,Active,ADV0159,HH02195,ACCT006613
CRM00008390,Client Review,2023-05-12 00:00:00,Client Review with HH02193,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,No action,Active,ADV0159,HH02193,ACCT006608
CRM00008391,Email,2023-11-10 00:00:00,Email with HH02193,Follow-up required on fixed income allocation.,No Response,Create opportunity,Active,ADV0159,HH02193,ACCT006608
CRM00008392,Follow-up,2025-04-08 00:00:00,Follow-up with HH02191,Client expressed interest in tax-aware investment approach.,Interested,Create opportunity,Active,ADV0159,HH02191,ACCT006600
CRM00008393,Prospecting,2025-04-01 00:00:00,Prospecting with HH02200,Follow-up required on fixed income allocation.,No Response,Schedule review,Active,ADV0159,HH02200,ACCT006627
CRM00008394,Follow-up,2025-08-25 00:00:00,Follow-up with HH02202,Follow-up required on fixed income allocation.,Completed,Create opportunity,Active,ADV0159,HH02202,ACCT006633
CRM00008395,Note,2025-01-08 00:00:00,Note with HH02211,Prospecting activity for new household acquisition.,No Response,No action,Active,ADV0160,HH02211,ACCT006661
CRM00008396,Meeting,2025-10-20 00:00:00,Meeting with HH02207,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Send material,Active,ADV0160,HH02207,ACCT006650
CRM00008397,Task,2025-09-24 00:00:00,Task with HH02208,Follow-up required on fixed income allocation.,Not Interested,Discuss with manager,Active,ADV0160,HH02208,ACCT006651
CRM00008398,Task,2025-07-10 00:00:00,Task with HH02209,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0160,HH02209,ACCT006656
CRM00008399,Prospecting,2025-10-21 00:00:00,Prospecting with HH02216,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0160,HH02216,ACCT006677
CRM00008400,Prospecting,2023-06-19 00:00:00,Prospecting with HH02212,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0160,HH02212,ACCT006664
CRM00008401,Client Review,2023-12-17 00:00:00,Client Review with HH02205,Client expressed interest in tax-aware investment approach.,Completed,No action,Active,ADV0160,HH02205,ACCT006642
CRM00008402,Email,2025-01-05 00:00:00,Email with HH02211,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Discuss with manager,Active,ADV0160,HH02211,ACCT006662
CRM00008403,Prospecting,2025-07-09 00:00:00,Prospecting with HH02220,Reviewed retirement income needs and cash balance.,Interested,Send material,Active,ADV0160,HH02220,ACCT006689
CRM00008404,Task,2023-09-06 00:00:00,Task with HH02214,Prospecting activity for new household acquisition.,Completed,Schedule review,Active,ADV0160,HH02214,ACCT006671
CRM00008405,Email,2024-07-15 00:00:00,Email with HH02215,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0160,HH02215,ACCT006672
CRM00008406,Call,2023-01-25 00:00:00,Call with HH02213,No recent engagement; requires proactive outreach.,Not Interested,No action,Active,ADV0160,HH02213,ACCT006668
CRM00008407,Note,2023-03-20 00:00:00,Note with HH02219,Prospecting activity for new household acquisition.,Scheduled Follow-up,No action,Active,ADV0160,HH02219,ACCT006687
CRM00008408,Follow-up,2025-03-03 00:00:00,Follow-up with HH02222,No recent engagement; requires proactive outreach.,No Response,Create opportunity,Active,ADV0160,HH02222,ACCT006694
CRM00008409,Prospecting,2025-12-18 00:00:00,Prospecting with HH02221,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Discuss with manager,Active,ADV0160,HH02221,ACCT006692
CRM00008410,Email,2023-11-08 00:00:00,Email with HH02219,Client expressed interest in tax-aware investment approach.,Not Interested,Create opportunity,Active,ADV0160,HH02219,ACCT006686
CRM00008411,Meeting,2023-09-02 00:00:00,Meeting with HH02222,Discussed managed account review and client goals.,Scheduled Follow-up,No action,Active,ADV0160,HH02222,ACCT006694
CRM00008412,Task,2025-02-24 00:00:00,Task with HH02205,Follow-up required on fixed income allocation.,Completed,Discuss with manager,Active,ADV0160,HH02205,ACCT006642
CRM00008413,Client Review,2025-12-20 00:00:00,Client Review with HH02220,Follow-up required on fixed income allocation.,Not Interested,Send material,Active,ADV0160,HH02220,ACCT006689
CRM00008414,Meeting,2025-01-04 00:00:00,Meeting with HH02221,Prospecting activity for new household acquisition.,Scheduled Follow-up,Schedule review,Active,ADV0160,HH02221,ACCT006690
CRM00008415,Note,2024-10-06 00:00:00,Note with HH02206,No recent engagement; requires proactive outreach.,Interested,No action,Active,ADV0160,HH02206,ACCT006648
CRM00008416,Follow-up,2024-06-08 00:00:00,Follow-up with HH02209,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0160,HH02209,ACCT006653
CRM00008417,Note,2023-02-19 00:00:00,Note with HH02211,Prospecting activity for new household acquisition.,Interested,Discuss with manager,Active,ADV0160,HH02211,ACCT006662
CRM00008418,Email,2023-01-13 00:00:00,Email with HH02215,Discussed managed account review and client goals.,Completed,Discuss with manager,Active,ADV0160,HH02215,ACCT006673
CRM00008419,Meeting,2024-06-12 00:00:00,Meeting with HH02209,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Schedule review,Active,ADV0160,HH02209,ACCT006656
CRM00008420,Follow-up,2025-06-13 00:00:00,Follow-up with HH02222,Discussed managed account review and client goals.,Completed,Send material,Active,ADV0160,HH02222,ACCT006694
CRM00008421,Task,2024-09-12 00:00:00,Task with HH02206,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0160,HH02206,ACCT006646
CRM00008422,Call,2025-06-25 00:00:00,Call with HH02219,Reviewed retirement income needs and cash balance.,Completed,Send material,Active,ADV0160,HH02219,ACCT006686
CRM00008423,Email,2024-07-06 00:00:00,Email with HH02214,Client expressed interest in tax-aware investment approach.,Interested,Send material,Active,ADV0160,HH02214,ACCT006670
CRM00008424,Email,2023-07-22 00:00:00,Email with HH02221,Client expressed interest in tax-aware investment approach.,Completed,No action,Active,ADV0160,HH02221,ACCT006691
CRM00008425,Follow-up,2023-01-25 00:00:00,Follow-up with HH02212,Prospecting activity for new household acquisition.,No Response,No action,Active,ADV0160,HH02212,ACCT006666
CRM00008426,Meeting,2025-05-10 00:00:00,Meeting with HH02211,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Discuss with manager,Active,ADV0160,HH02211,ACCT006659
CRM00008427,Follow-up,2025-07-08 00:00:00,Follow-up with HH02221,Discussed managed account review and client goals.,Not Interested,No action,Active,ADV0160,HH02221,ACCT006692
CRM00008428,Follow-up,2023-10-16 00:00:00,Follow-up with HH02219,Prospecting activity for new household acquisition.,Interested,Schedule review,Active,ADV0160,HH02219,ACCT006686
CRM00008429,Note,2023-08-16 00:00:00,Note with HH02221,No recent engagement; requires proactive outreach.,No Response,Send material,Active,ADV0160,HH02221,ACCT006691
CRM00008430,Prospecting,2025-01-14 00:00:00,Prospecting with HH02208,Follow-up required on fixed income allocation.,Interested,Create opportunity,Active,ADV0160,HH02208,ACCT006651
CRM00008431,Task,2024-10-19 00:00:00,Task with HH02221,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0160,HH02221,ACCT006692
CRM00008432,Note,2023-12-16 00:00:00,Note with HH02213,Prospecting activity for new household acquisition.,Interested,Schedule review,Active,ADV0160,HH02213,ACCT006669
CRM00008433,Prospecting,2023-01-12 00:00:00,Prospecting with HH02207,Prospecting activity for new household acquisition.,Interested,Schedule review,Active,ADV0160,HH02207,ACCT006650
CRM00008434,Client Review,2024-06-18 00:00:00,Client Review with HH02217,Follow-up required on fixed income allocation.,Scheduled Follow-up,Send material,Active,ADV0160,HH02217,ACCT006679
CRM00008435,Email,2024-10-03 00:00:00,Email with HH02205,Discussed managed account review and client goals.,Scheduled Follow-up,Schedule review,Active,ADV0160,HH02205,ACCT006644
CRM00008436,Task,2024-01-03 00:00:00,Task with HH02206,Prospecting activity for new household acquisition.,Interested,Send material,Active,ADV0160,HH02206,ACCT006645
CRM00008437,Call,2024-05-11 00:00:00,Call with HH02210,Reviewed retirement income needs and cash balance.,Interested,No action,Active,ADV0160,HH02210,ACCT006658
CRM00008438,Prospecting,2025-01-10 00:00:00,Prospecting with HH02213,Follow-up required on fixed income allocation.,Interested,Schedule review,Active,ADV0160,HH02213,ACCT006669
CRM00008439,Client Review,2025-06-19 00:00:00,Client Review with HH02216,Discussed managed account review and client goals.,No Response,Discuss with manager,Active,ADV0160,HH02216,ACCT006677
CRM00008440,Task,2024-09-10 00:00:00,Task with HH02210,Reviewed retirement income needs and cash balance.,Completed,Schedule review,Active,ADV0160,HH02210,ACCT006657
CRM00008441,Task,2024-10-16 00:00:00,Task with HH02220,No recent engagement; requires proactive outreach.,Interested,Schedule review,Active,ADV0160,HH02220,ACCT006689
CRM00008442,Note,2025-07-03 00:00:00,Note with HH02212,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0160,HH02212,ACCT006664
CRM00008443,Email,2025-12-23 00:00:00,Email with HH02213,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0160,HH02213,ACCT006667
CRM00008444,Client Review,2025-11-13 00:00:00,Client Review with HH02214,No recent engagement; requires proactive outreach.,Interested,Discuss with manager,Active,ADV0160,HH02214,ACCT006671
CRM00008445,Follow-up,2025-06-12 00:00:00,Follow-up with HH02222,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Discuss with manager,Active,ADV0160,HH02222,ACCT006693
CRM00008446,Call,2023-06-11 00:00:00,Call with HH02214,Client expressed interest in tax-aware investment approach.,Completed,No action,Active,ADV0160,HH02214,ACCT006671
CRM00008447,Prospecting,2024-09-12 00:00:00,Prospecting with HH02217,No recent engagement; requires proactive outreach.,Interested,Send material,Active,ADV0160,HH02217,ACCT006679
CRM00008448,Task,2025-04-07 00:00:00,Task with HH02205,Client expressed interest in tax-aware investment approach.,No Response,Send material,Active,ADV0160,HH02205,ACCT006641
CRM00008449,Task,2025-07-09 00:00:00,Task with HH02212,Reviewed retirement income needs and cash balance.,Completed,Create opportunity,Active,ADV0160,HH02212,ACCT006665
CRM00008450,Prospecting,2025-09-03 00:00:00,Prospecting with HH02217,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0160,HH02217,ACCT006681
CRM00008451,Call,2023-07-20 00:00:00,Call with HH02209,No recent engagement; requires proactive outreach.,Interested,Send material,Active,ADV0160,HH02209,ACCT006654
CRM00008452,Client Review,2023-06-04 00:00:00,Client Review with HH02215,Client expressed interest in tax-aware investment approach.,Completed,No action,Active,ADV0160,HH02215,ACCT006675
CRM00008453,Note,2025-10-09 00:00:00,Note with HH02215,Reviewed retirement income needs and cash balance.,Not Interested,Discuss with manager,Active,ADV0160,HH02215,ACCT006673
CRM00008454,Follow-up,2023-03-03 00:00:00,Follow-up with HH02216,Client expressed interest in tax-aware investment approach.,Completed,Send material,Active,ADV0160,HH02216,ACCT006677
CRM00008455,Meeting,2025-12-02 00:00:00,Meeting with HH02214,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Create opportunity,Active,ADV0160,HH02214,ACCT006671
CRM00008456,Note,2025-02-26 00:00:00,Note with HH02221,Prospecting activity for new household acquisition.,Not Interested,Discuss with manager,Active,ADV0160,HH02221,ACCT006692
CRM00008457,Task,2024-01-01 00:00:00,Task with HH02214,Discussed managed account review and client goals.,Completed,Send material,Active,ADV0160,HH02214,ACCT006671
CRM00008458,Client Review,2025-08-25 00:00:00,Client Review with HH02222,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Create opportunity,Active,ADV0160,HH02222,ACCT006694
CRM00008459,Follow-up,2024-09-05 00:00:00,Follow-up with HH02226,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,No action,Active,ADV0161,HH02226,ACCT006704
CRM00008460,Meeting,2023-05-15 00:00:00,Meeting with HH02237,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0161,HH02237,ACCT006735
CRM00008461,Call,2024-05-19 00:00:00,Call with HH02225,Prospecting activity for new household acquisition.,Not Interested,Create opportunity,Active,ADV0161,HH02225,ACCT006701
CRM00008462,Client Review,2023-12-10 00:00:00,Client Review with HH02231,Discussed managed account review and client goals.,Completed,Discuss with manager,Active,ADV0161,HH02231,ACCT006717
CRM00008463,Email,2024-12-02 00:00:00,Email with HH02239,Reviewed retirement income needs and cash balance.,Completed,No action,Active,ADV0161,HH02239,ACCT006739
CRM00008464,Task,2024-03-08 00:00:00,Task with HH02224,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Create opportunity,Active,ADV0161,HH02224,ACCT006698
CRM00008465,Email,2025-11-17 00:00:00,Email with HH02234,Reviewed retirement income needs and cash balance.,Not Interested,Send material,Active,ADV0161,HH02234,ACCT006725
CRM00008466,Task,2025-03-01 00:00:00,Task with HH02236,Discussed managed account review and client goals.,Interested,Schedule review,Active,ADV0161,HH02236,ACCT006731
CRM00008467,Prospecting,2025-01-25 00:00:00,Prospecting with HH02228,Discussed managed account review and client goals.,Not Interested,No action,Active,ADV0161,HH02228,ACCT006709
CRM00008468,Follow-up,2025-03-16 00:00:00,Follow-up with HH02229,No recent engagement; requires proactive outreach.,Not Interested,Create opportunity,Active,ADV0161,HH02229,ACCT006712
CRM00008469,Follow-up,2023-11-09 00:00:00,Follow-up with HH02238,Prospecting activity for new household acquisition.,No Response,Create opportunity,Active,ADV0161,HH02238,ACCT006736
CRM00008470,Note,2023-08-16 00:00:00,Note with HH02229,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Create opportunity,Active,ADV0161,HH02229,ACCT006712
CRM00008471,Prospecting,2024-02-20 00:00:00,Prospecting with HH02234,Client expressed interest in tax-aware investment approach.,Completed,Create opportunity,Active,ADV0161,HH02234,ACCT006725
CRM00008472,Call,2025-02-14 00:00:00,Call with HH02238,Follow-up required on fixed income allocation.,Interested,No action,Active,ADV0161,HH02238,ACCT006737
CRM00008473,Note,2024-11-15 00:00:00,Note with HH02224,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Schedule review,Active,ADV0161,HH02224,ACCT006698
CRM00008474,Call,2023-06-21 00:00:00,Call with HH02227,Reviewed retirement income needs and cash balance.,No Response,Create opportunity,Active,ADV0161,HH02227,ACCT006708
CRM00008475,Email,2025-02-23 00:00:00,Email with HH02226,Follow-up required on fixed income allocation.,Scheduled Follow-up,No action,Active,ADV0161,HH02226,ACCT006704
CRM00008476,Call,2023-06-17 00:00:00,Call with HH02229,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0161,HH02229,ACCT006712
CRM00008477,Prospecting,2024-06-03 00:00:00,Prospecting with HH02225,Discussed managed account review and client goals.,Scheduled Follow-up,Send material,Active,ADV0161,HH02225,ACCT006701
CRM00008478,Email,2023-02-13 00:00:00,Email with HH02228,Follow-up required on fixed income allocation.,No Response,Discuss with manager,Active,ADV0161,HH02228,ACCT006711
CRM00008479,Call,2024-02-04 00:00:00,Call with HH02232,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0161,HH02232,ACCT006720
CRM00008480,Follow-up,2025-09-25 00:00:00,Follow-up with HH02228,Follow-up required on fixed income allocation.,Scheduled Follow-up,Create opportunity,Active,ADV0161,HH02228,ACCT006711
CRM00008481,Follow-up,2023-05-08 00:00:00,Follow-up with HH02236,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0161,HH02236,ACCT006731
CRM00008482,Prospecting,2025-07-07 00:00:00,Prospecting with HH02226,Follow-up required on fixed income allocation.,Interested,No action,Active,ADV0161,HH02226,ACCT006702
CRM00008483,Call,2025-08-04 00:00:00,Call with HH02223,Discussed managed account review and client goals.,No Response,Create opportunity,Active,ADV0161,HH02223,ACCT006696
CRM00008484,Prospecting,2025-04-08 00:00:00,Prospecting with HH02234,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0161,HH02234,ACCT006725
CRM00008485,Note,2024-05-07 00:00:00,Note with HH02238,Prospecting activity for new household acquisition.,No Response,Create opportunity,Active,ADV0161,HH02238,ACCT006736
CRM00008486,Meeting,2024-09-04 00:00:00,Meeting with HH02225,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0161,HH02225,ACCT006700
CRM00008487,Task,2025-01-17 00:00:00,Task with HH02226,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0161,HH02226,ACCT006702
CRM00008488,Client Review,2023-03-25 00:00:00,Client Review with HH02234,No recent engagement; requires proactive outreach.,Completed,Create opportunity,Active,ADV0161,HH02234,ACCT006725
CRM00008489,Client Review,2024-09-13 00:00:00,Client Review with HH02234,Client expressed interest in tax-aware investment approach.,Interested,Send material,Active,ADV0161,HH02234,ACCT006725
CRM00008490,Email,2025-02-24 00:00:00,Email with HH02232,Reviewed retirement income needs and cash balance.,No Response,Schedule review,Active,ADV0161,HH02232,ACCT006719
CRM00008491,Note,2024-06-02 00:00:00,Note with HH02224,Discussed managed account review and client goals.,Interested,Create opportunity,Active,ADV0161,HH02224,ACCT006699
CRM00008492,Follow-up,2024-11-16 00:00:00,Follow-up with HH02225,Client expressed interest in tax-aware investment approach.,Not Interested,Schedule review,Active,ADV0161,HH02225,ACCT006701
CRM00008493,Meeting,2025-02-19 00:00:00,Meeting with HH02236,Client expressed interest in tax-aware investment approach.,Interested,Send material,Active,ADV0161,HH02236,ACCT006732
CRM00008494,Call,2023-04-20 00:00:00,Call with HH02223,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Discuss with manager,Active,ADV0161,HH02223,ACCT006695
CRM00008495,Task,2025-05-26 00:00:00,Task with HH02233,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0161,HH02233,ACCT006723
CRM00008496,Meeting,2024-09-21 00:00:00,Meeting with HH02233,Reviewed retirement income needs and cash balance.,Interested,Send material,Active,ADV0161,HH02233,ACCT006724
CRM00008497,Meeting,2023-05-16 00:00:00,Meeting with HH02228,Discussed managed account review and client goals.,Not Interested,Create opportunity,Active,ADV0161,HH02228,ACCT006711
CRM00008498,Client Review,2025-06-20 00:00:00,Client Review with HH02235,Follow-up required on fixed income allocation.,No Response,Discuss with manager,Active,ADV0161,HH02235,ACCT006728
CRM00008499,Client Review,2024-05-06 00:00:00,Client Review with HH02235,Discussed managed account review and client goals.,No Response,Discuss with manager,Active,ADV0161,HH02235,ACCT006728
CRM00008500,Email,2023-05-18 00:00:00,Email with HH02237,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Send material,Active,ADV0161,HH02237,ACCT006733
CRM00008501,Prospecting,2024-08-01 00:00:00,Prospecting with HH02229,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0161,HH02229,ACCT006712
CRM00008502,Call,2025-05-24 00:00:00,Call with HH02233,No recent engagement; requires proactive outreach.,No Response,Schedule review,Active,ADV0161,HH02233,ACCT006723
CRM00008503,Client Review,2024-09-10 00:00:00,Client Review with HH02224,Client expressed interest in tax-aware investment approach.,Completed,Discuss with manager,Active,ADV0161,HH02224,ACCT006699
